Block Name,Component Name,Component Count,Source File
DisplayName_Block_Armor2x1HalfSlopedPanelHeavy,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavy,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavy,MetalGrid,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavy,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavyInv,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavyInv,MetalGrid,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavyInv,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavyInv,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavyInv,MetalGrid,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavyInv,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,SteelPlate,2,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,MetalGrid,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,MetalGrid,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceHeavy,SteelPlate,2,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceHeavy,MetalGrid,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceHeavy,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerHeavy,SteelPlate,2,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerHeavy,MetalGrid,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerHeavy,SteelPlate,1,./data/vanilla\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_LightArmorCornerSquare,SteelPlate,5,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorCornerSquare,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorCornerSquare,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquare,SteelPlate,25,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquare,MetalGrid,15,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquare,SteelPlate,15,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquare,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquare,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquare,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorCornerSquareInverted,SteelPlate,15,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorCornerSquareInverted,SteelPlate,4,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorCornerSquareInverted,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquareInverted,SteelPlate,100,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquareInverted,MetalGrid,40,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquareInverted,SteelPlate,12,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquareInverted,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquareInverted,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorCornerSquareInverted,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfCorner,SteelPlate,5,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfCorner,SteelPlate,35,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfCorner,MetalGrid,12,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfCorner,SteelPlate,5,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfCorner,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopeCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopeCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopeCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCorner,SteelPlate,10,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCorner,MetalGrid,4,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCorner,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCorner,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopeCornerInverted,SteelPlate,19,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopeCornerInverted,SteelPlate,4,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopeCornerInverted,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCornerInverted,SteelPlate,125,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCornerInverted,MetalGrid,45,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCornerInverted,SteelPlate,14,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCornerInverted,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCornerInverted,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeCornerInverted,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopedCorner,SteelPlate,9,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopedCorner,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopedCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCorner,SteelPlate,40,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCorner,MetalGrid,5,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCorner,SteelPlate,5,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCorner,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCorner,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopedCornerBase,SteelPlate,9,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopedCornerBase,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopedCornerBase,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCornerBase,SteelPlate,40,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCornerBase,MetalGrid,15,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCornerBase,SteelPlate,5,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCornerBase,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCornerBase,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopedCornerBase,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopeInverted,SteelPlate,18,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopeInverted,SteelPlate,4,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorHalfSlopeInverted,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeInverted,SteelPlate,120,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeInverted,MetalGrid,45,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeInverted,SteelPlate,13,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeInverted,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeInverted,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorHalfSlopeInverted,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorSlopedCorner,SteelPlate,10,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorSlopedCorner,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorSlopedCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCorner,SteelPlate,65,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCorner,MetalGrid,25,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCorner,SteelPlate,10,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCorner,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCorner,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorSlopedCornerBase,SteelPlate,16,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorSlopedCornerBase,SteelPlate,4,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorSlopedCornerBase,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerBase,SteelPlate,115,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerBase,MetalGrid,40,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerBase,SteelPlate,12,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerBase,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerBase,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerBase,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorSlopedCornerTip,SteelPlate,4,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorSlopedCornerTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorSlopedCornerTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerTip,SteelPlate,20,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerTip,MetalGrid,6,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerTip,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerTip,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_HeavyArmorSlopedCornerTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_2.sbc
DisplayName_Block_LightArmorRaisedSlopedCorner,SteelPlate,14,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorRaisedSlopedCorner,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorRaisedSlopedCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorRaisedSlopedCorner,SteelPlate,80,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorRaisedSlopedCorner,MetalGrid,30,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorRaisedSlopedCorner,SteelPlate,20,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorRaisedSlopedCorner,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorRaisedSlopedCorner,MetalGrid,2,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorRaisedSlopedCorner,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransition,SteelPlate,8,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransition,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransition,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransition,SteelPlate,48,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransition,MetalGrid,18,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransition,SteelPlate,12,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransition,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransition,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransition,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionBase,SteelPlate,13,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionBase,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionBase,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBase,SteelPlate,75,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBase,MetalGrid,35,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBase,SteelPlate,20,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBase,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBase,MetalGrid,2,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBase,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionBaseMirrored,SteelPlate,13,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionBaseMirrored,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionBaseMirrored,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBaseMirrored,SteelPlate,75,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBaseMirrored,MetalGrid,35,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBaseMirrored,SteelPlate,20,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBaseMirrored,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBaseMirrored,MetalGrid,2,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionBaseMirrored,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionMirrored,SteelPlate,8,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionMirrored,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionMirrored,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionMirrored,SteelPlate,48,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionMirrored,MetalGrid,18,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionMirrored,SteelPlate,12,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionMirrored,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionMirrored,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionMirrored,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionTip,SteelPlate,4,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTip,SteelPlate,25,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTip,MetalGrid,9,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTip,SteelPlate,5,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTip,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionTipMirrored,SteelPlate,4,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionTipMirrored,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSlopeTransitionTipMirrored,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTipMirrored,SteelPlate,25,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTipMirrored,MetalGrid,9,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTipMirrored,SteelPlate,5,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTipMirrored,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTipMirrored,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSlopeTransitionTipMirrored,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSquareSlopedCornerBase,SteelPlate,14,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSquareSlopedCornerBase,SteelPlate,4,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSquareSlopedCornerBase,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerBase,SteelPlate,85,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerBase,MetalGrid,35,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerBase,SteelPlate,20,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerBase,SteelPlate,3,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerBase,MetalGrid,2,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerBase,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSquareSlopedCornerTip,SteelPlate,5,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSquareSlopedCornerTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSquareSlopedCornerTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTip,SteelPlate,25,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTip,MetalGrid,9,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTip,SteelPlate,5,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTip,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTip,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSquareSlopedCornerTipInv,SteelPlate,7,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSquareSlopedCornerTipInv,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_LightArmorSquareSlopedCornerTipInv,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTipInv,SteelPlate,45,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTipInv,MetalGrid,18,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTipInv,SteelPlate,10,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTipInv,SteelPlate,2,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTipInv,MetalGrid,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Block_HeavyArmorSquareSlopedCornerTipInv,SteelPlate,1,./data/vanilla\CubeBlocks_Armor_3.sbc
DisplayName_Programmable_Block,SteelPlate,1,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Programmable_Block,Construction,2,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Programmable_Block,LargeTube,2,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Programmable_Block,Motor,1,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Programmable_Block,Display,1,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Programmable_Block,Computer,2,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Programmable_Block,SteelPlate,1,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,SteelPlate,11,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,Construction,4,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,LargeTube,2,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,Motor,1,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,Computer,2,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,SteelPlate,10,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,SteelPlate,1,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,Construction,2,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,LargeTube,2,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,Motor,1,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,Computer,2,./data/vanilla\CubeBlocks_Automation.sbc
DisplayName_Block_Projector,SteelPlate,1,./data/vanilla\CubeBlocks_Automation.sbc
